ID,INV,DATE,CATALOG,PCODE,QTY,CUSTNUM,ORIGEN
1879,119294,1997-05-12,GARDENING,GD1600,1,"Jones, Ms. K. Theresa",CATALOG
1880,126261,1997-06-18,SPORTS,SP1600,1,"Jones, Ms. K. Theresa",CATALOG
1881,145855,1997-09-29,TOYS,TY4200,1,"Jones, Ms. K. Theresa",CATALOG
1882,151808,1997-10-31,PETS,PT2200,4,"Jones, Ms. K. Theresa",CATALOG
1883,151808,1997-10-31,PETS,PT3200,1,"Jones, Ms. K. Theresa",CATALOG
1884,151808,1997-10-31,PETS,PT4600,1,"Jones, Ms. K. Theresa",CATALOG
1885,158453,1997-12-05,GARDENING,GD1300,1,"Jones, Ms. K. Theresa",CATALOG
1886,170917,1998-02-15,GARDENING,GD4100,1,"Jones, Ms. K. Theresa",CATALOG
1887,174850,1998-03-08,TOYS,TY1850,2,"Jones, Ms. K. Theresa",CATALOG
1888,174850,1998-03-08,TOYS,TY2100,2,"Jones, Ms. K. Theresa",CATALOG
1889,174850,1998-03-08,TOYS,TY4300,1,"Jones, Ms. K. Theresa",CATALOG
1890,174850,1998-03-08,TOYS,TY5100,1,"Jones, Ms. K. Theresa",CATALOG
1891,186123,1998-04-30,GARDENING,GD3400,1,"Jones, Ms. K. Theresa",CATALOG
1892,194374,1998-06-05,PETS,PT4500,1,"Jones, Ms. K. Theresa",CATALOG
1893,201687,1998-07-06,SPORTS,SP2600,1,"Jones, Ms. K. Theresa",CATALOG
1894,203945,1998-07-16,SOFTWARE,SW1828,1,"Jones, Ms. K. Theresa",CATALOG
1895,203945,1998-07-16,SOFTWARE,SW3802,4,"Jones, Ms. K. Theresa",CATALOG
1896,203945,1998-07-16,SOFTWARE,SW8376,3,"Jones, Ms. K. Theresa",CATALOG
1897,203945,1998-07-16,SOFTWARE,SW8376,1,"Jones, Ms. K. Theresa",CATALOG
1898,210085,1998-08-11,SPORTS,SP2000,1,"Jones, Ms. K. Theresa",CATALOG
1899,119294,2000-08-19,GARDENING,GD1600,1,"Jones, Ms. K. Theresa",CATALOG
1900,126261,2000-09-25,SPORTS,SP1600,1,"Jones, Ms. K. Theresa",CATALOG
1901,145855,2001-01-06,TOYS,TY4200,1,"Jones, Ms. K. Theresa",CATALOG
1902,151808,2001-02-07,PETS,PT2200,4,"Jones, Ms. K. Theresa",CATALOG
1903,151808,2001-02-07,PETS,PT3200,1,"Jones, Ms. K. Theresa",CATALOG
1904,151808,2001-02-07,PETS,PT4600,1,"Jones, Ms. K. Theresa",CATALOG
1905,158453,2001-03-14,GARDENING,GD1300,1,"Jones, Ms. K. Theresa",CATALOG
1906,170917,2001-05-25,GARDENING,GD4100,1,"Jones, Ms. K. Theresa",CATALOG
1907,100570,1997-01-16,GARDENING,GD2200,1,"Jones, Mr. Bill A.",CATALOG
1908,111710,1997-03-31,SPORTS,SP2200,1,"Jones, Mr. Bill A.",CATALOG
1909,113272,1997-04-09,PETS,PT3300,1,"Jones, Mr. Bill A.",CATALOG
1910,147518,1997-10-08,SOFTWARE,SW5493,1,"Jones, Mr. Bill A.",CATALOG
1911,165735,1998-01-16,SPORTS,SP1300,1,"Jones, Mr. Bill A.",CATALOG
1912,165735,1998-01-16,SPORTS,SP2200,1,"Jones, Mr. Bill A.",CATALOG
1913,165735,1998-01-16,SPORTS,SP2300,3,"Jones, Mr. Bill A.",CATALOG
1914,165735,1998-01-16,SPORTS,SP2700,1,"Jones, Mr. Bill A.",CATALOG
1915,187672,1998-05-07,COLLECTIBLES,CC3500,1,"Jones, Mr. Bill A.",CATALOG
1916,212441,1998-08-21,SPORTS,SP1400,1,"Jones, Mr. Bill A.",CATALOG
1917,212441,1998-08-21,SPORTS,SP2400,3,"Jones, Mr. Bill A.",CATALOG
1918,212441,1998-08-21,SPORTS,SP3300,1,"Jones, Mr. Bill A.",CATALOG
1919,228033,1998-10-26,GARDENING,GD4200,3,"Jones, Mr. Bill A.",CATALOG
1920,100570,2000-04-25,GARDENING,GD2200,1,"Jones, Mr. Bill A.",CATALOG
1921,111710,2000-07-08,SPORTS,SP2200,1,"Jones, Mr. Bill A.",CATALOG
1922,113272,2000-07-17,PETS,PT3300,1,"Jones, Mr. Bill A.",CATALOG
1923,147518,2001-01-15,SOFTWARE,SW5493,1,"Jones, Mr. Bill A.",CATALOG
1924,165735,2001-04-25,SPORTS,SP1300,1,"Jones, Mr. Bill A.",CATALOG
1925,165735,2001-04-25,SPORTS,SP2200,1,"Jones, Mr. Bill A.",CATALOG
1926,165735,2001-04-25,SPORTS,SP2300,3,"Jones, Mr. Bill A.",CATALOG
1927,165735,2001-04-25,SPORTS,SP2700,1,"Jones, Mr. Bill A.",CATALOG
1928,124916,1997-06-11,SPORTS,SP2600,4,"Bergman, Mr. Conrad",CATALOG
1929,126265,1997-06-18,SPORTS,SP2600,1,"Bergman, Mr. Conrad",CATALOG
1930,143438,1997-09-16,SPORTS,SP1300,1,"Bergman, Mr. Conrad",CATALOG
1931,143438,1997-09-16,SPORTS,SP1500,1,"Bergman, Mr. Conrad",CATALOG
1932,143438,1997-09-16,SPORTS,SP2500,1,"Bergman, Mr. Conrad",CATALOG
1933,148264,1997-10-12,SPORTS,SP1200,3,"Bergman, Mr. Conrad",CATALOG
1934,148632,1997-10-14,PETS,PT2000,1,"Bergman, Mr. Conrad",CATALOG
1935,148632,1997-10-14,PETS,PT3100,1,"Bergman, Mr. Conrad",CATALOG
1936,148632,1997-10-14,PETS,PT3300,1,"Bergman, Mr. Conrad",CATALOG
1937,188594,1998-05-11,PETS,PT4500,1,"Bergman, Mr. Conrad",CATALOG
1938,188594,1998-05-11,PETS,PT4600,1,"Bergman, Mr. Conrad",CATALOG
1939,190447,1998-05-19,SOFTWARE,SW1207,1,"Bergman, Mr. Conrad",CATALOG
1940,196979,1998-06-16,SPORTS,SP2000,4,"Bergman, Mr. Conrad",CATALOG
1941,202115,1998-07-08,TOYS,TY3200,1,"Bergman, Mr. Conrad",CATALOG
1942,207673,1998-08-01,PETS,PT4500,1,"Bergman, Mr. Conrad",CATALOG
1943,231569,1998-11-10,SPORTS,SP1300,1,"Bergman, Mr. Conrad",CATALOG
1944,239500,1998-12-14,TOYS,TY4600,1,"Bergman, Mr. Conrad",CATALOG
1945,124916,2000-09-18,SPORTS,SP2600,4,"Bergman, Mr. Conrad",CATALOG
1946,126265,2000-09-25,SPORTS,SP2600,1,"Bergman, Mr. Conrad",CATALOG
1947,143438,2000-12-24,SPORTS,SP1300,1,"Bergman, Mr. Conrad",CATALOG
1948,143438,2000-12-24,SPORTS,SP1500,1,"Bergman, Mr. Conrad",CATALOG
1949,143438,2000-12-24,SPORTS,SP2500,1,"Bergman, Mr. Conrad",CATALOG
1950,148264,2001-01-19,SPORTS,SP1200,3,"Bergman, Mr. Conrad",CATALOG
1951,148632,2001-01-21,PETS,PT2000,1,"Bergman, Mr. Conrad",CATALOG
1952,148632,2001-01-21,PETS,PT3100,1,"Bergman, Mr. Conrad",CATALOG
1953,148632,2001-01-21,PETS,PT3300,1,"Bergman, Mr. Conrad",CATALOG
1954,102986,1997-02-03,PETS,PT4300,2,"Kosinski, Mr. Raineir",CATALOG
1955,108252,1997-03-10,GARDENING,GD2100,1,"Kosinski, Mr. Raineir",CATALOG
1956,110074,1997-03-21,GARDENING,GD1400,1,"Kosinski, Mr. Raineir",CATALOG
1957,138214,1997-08-20,PETS,PT4500,3,"Kosinski, Mr. Raineir",CATALOG
1958,140934,1997-09-03,SOFTWARE,SW4831,1,"Kosinski, Mr. Raineir",CATALOG
1959,142053,1997-09-09,GARDENING,GD1001,1,"Kosinski, Mr. Raineir",CATALOG
1960,143028,1997-09-14,SPORTS,SP2600,1,"Kosinski, Mr. Raineir",CATALOG
1961,150903,1997-10-26,TOYS,TY1750,3,"Kosinski, Mr. Raineir",CATALOG
1962,155173,1997-11-18,SPORTS,SP2500,1,"Kosinski, Mr. Raineir",CATALOG
1963,167045,1998-01-24,GARDENING,GD1300,1,"Kosinski, Mr. Raineir",CATALOG
1964,190213,1998-05-18,GARDENING,GD2000,3,"Kosinski, Mr. Raineir",CATALOG
1965,202117,1998-07-08,GARDENING,GD2100,1,"Kosinski, Mr. Raineir",CATALOG
1966,208621,1998-08-05,PETS,PT1100,1,"Kosinski, Mr. Raineir",CATALOG
1967,215921,1998-09-05,PETS,PT3100,3,"Kosinski, Mr. Raineir",CATALOG
1968,227802,1998-10-25,PETS,PT2000,2,"Kosinski, Mr. Raineir",CATALOG
1969,242456,1998-12-27,TOYS,TY3500,1,"Kosinski, Mr. Raineir",CATALOG
1970,102986,2000-05-13,PETS,PT4300,2,"Kosinski, Mr. Raineir",CATALOG
1971,108252,2000-06-17,GARDENING,GD2100,1,"Kosinski, Mr. Raineir",CATALOG
1972,110074,2000-06-28,GARDENING,GD1400,1,"Kosinski, Mr. Raineir",CATALOG
1973,138214,2000-11-27,PETS,PT4500,3,"Kosinski, Mr. Raineir",CATALOG
1974,140934,2000-12-11,SOFTWARE,SW4831,1,"Kosinski, Mr. Raineir",CATALOG
1975,142053,2000-12-17,GARDENING,GD1001,1,"Kosinski, Mr. Raineir",CATALOG
1976,143028,2000-12-22,SPORTS,SP2600,1,"Kosinski, Mr. Raineir",CATALOG
1977,150903,2001-02-02,TOYS,TY1750,3,"Kosinski, Mr. Raineir",CATALOG
1978,155173,2001-02-25,SPORTS,SP2500,1,"Kosinski, Mr. Raineir",CATALOG
1979,167045,2001-05-03,GARDENING,GD1300,1,"Kosinski, Mr. Raineir",CATALOG
1980,100577,1997-01-16,SPORTS,SP1300,4,"Jones, Mr. Donald",CATALOG
1981,142231,1997-09-10,PETS,PT4500,1,"Jones, Mr. Donald",CATALOG
1982,162446,1997-12-26,TOYS,TY2200,3,"Jones, Mr. Donald",CATALOG
1983,171628,1998-02-19,PETS,PT2200,1,"Jones, Mr. Donald",CATALOG
1984,193922,1998-06-03,SOFTWARE,SW7271,3,"Jones, Mr. Donald",CATALOG
1985,213410,1998-08-25,PETS,PT4300,2,"Jones, Mr. Donald",CATALOG
1986,223401,1998-10-06,PETS,PT4600,1,"Jones, Mr. Donald",CATALOG
1987,233010,1998-11-16,SPORTS,SP1100,1,"Jones, Mr. Donald",CATALOG
1988,233010,1998-11-16,SPORTS,SP1600,2,"Jones, Mr. Donald",CATALOG
1989,233010,1998-11-16,SPORTS,SP2300,4,"Jones, Mr. Donald",CATALOG
1990,233010,1998-11-16,SPORTS,SP3000,1,"Jones, Mr. Donald",CATALOG
1991,234362,1998-11-22,TOYS,TY1100,1,"Jones, Mr. Donald",CATALOG
1992,100577,2000-04-25,SPORTS,SP1300,4,"Jones, Mr. Donald",CATALOG
1993,142231,2000-12-18,PETS,PT4500,1,"Jones, Mr. Donald",CATALOG
1994,162446,2001-04-04,TOYS,TY2200,3,"Jones, Mr. Donald",CATALOG
1995,171628,2001-05-29,PETS,PT2200,1,"Jones, Mr. Donald",CATALOG
1996,101611,1997-01-24,PETS,PT3200,4,"Whitley-Jones, Ms. Joy",CATALOG
1997,106696,1997-02-28,SPORTS,SP2000,1,"Whitley-Jones, Ms. Joy",CATALOG
1998,114164,1997-04-14,TOYS,TY4500,1,"Whitley-Jones, Ms. Joy",CATALOG
1999,138791,1997-08-23,SPORTS,SP2200,3,"Whitley-Jones, Ms. Joy",CATALOG
2000,144765,1997-09-23,SPORTS,SP2600,1,"Whitley-Jones, Ms. Joy",CATALOG
2001,145145,1997-09-25,SOFTWARE,SW6180,1,"Whitley-Jones, Ms. Joy",CATALOG
2002,146642,1997-10-03,TOYS,TY5100,1,"Whitley-Jones, Ms. Joy",CATALOG
2003,151473,1997-10-29,SPORTS,SP1600,1,"Whitley-Jones, Ms. Joy",CATALOG
2004,173487,1998-03-01,PETS,PT1200,1,"Whitley-Jones, Ms. Joy",CATALOG
2005,173487,1998-03-01,PETS,PT2200,4,"Whitley-Jones, Ms. Joy",CATALOG
2006,173487,1998-03-01,PETS,PT3500,1,"Whitley-Jones, Ms. Joy",CATALOG
2007,187940,1998-05-08,GARDENING,GD3300,1,"Whitley-Jones, Ms. Joy",CATALOG
2008,220966,1998-09-26,COLLECTIBLES,CC2500,4,"Whitley-Jones, Ms. Joy",CATALOG
2009,101611,2000-05-03,PETS,PT3200,4,"Whitley-Jones, Ms. Joy",CATALOG
2010,106696,2000-06-07,SPORTS,SP2000,1,"Whitley-Jones, Ms. Joy",CATALOG
2011,114164,2000-07-22,TOYS,TY4500,1,"Whitley-Jones, Ms. Joy",CATALOG
2012,138791,2000-11-30,SPORTS,SP2200,3,"Whitley-Jones, Ms. Joy",CATALOG
2013,144765,2000-12-31,SPORTS,SP2600,1,"Whitley-Jones, Ms. Joy",CATALOG
2014,145145,2001-01-02,SOFTWARE,SW6180,1,"Whitley-Jones, Ms. Joy",CATALOG
2015,146642,2001-01-10,TOYS,TY5100,1,"Whitley-Jones, Ms. Joy",CATALOG
2016,151473,2001-02-05,SPORTS,SP1600,1,"Whitley-Jones, Ms. Joy",CATALOG
2017,99073,1997-01-04,SPORTS,SP1300,4,"Moss, Ms. Eugenia",CATALOG
2018,99073,1997-01-04,SPORTS,SP3300,3,"Moss, Ms. Eugenia",CATALOG
2019,100580,1997-01-16,PETS,PT3300,1,"Moss, Ms. Eugenia",CATALOG
2020,111714,1997-03-31,GARDENING,GD3100,3,"Moss, Ms. Eugenia",CATALOG
2021,124536,1997-06-09,PETS,PT4400,1,"Moss, Ms. Eugenia",CATALOG
2022,155014,1997-11-17,TOYS,TY3400,1,"Moss, Ms. Eugenia",CATALOG
2023,158051,1997-12-03,PETS,PT2000,1,"Moss, Ms. Eugenia",CATALOG
2024,160888,1997-12-18,SPORTS,SP2200,1,"Moss, Ms. Eugenia",CATALOG
2025,162079,1997-12-24,SPORTS,SP1100,1,"Moss, Ms. Eugenia",CATALOG
2026,164520,1998-01-08,PETS,PT1100,1,"Moss, Ms. Eugenia",CATALOG
2027,164520,1998-01-08,PETS,PT1200,1,"Moss, Ms. Eugenia",CATALOG
2028,164520,1998-01-08,PETS,PT2000,1,"Moss, Ms. Eugenia",CATALOG
2029,191815,1998-05-25,PETS,PT3100,3,"Moss, Ms. Eugenia",CATALOG
2030,200960,1998-07-03,SOFTWARE,SW5493,1,"Moss, Ms. Eugenia",CATALOG
2031,216721,1998-09-08,SPORTS,SP3400,1,"Moss, Ms. Eugenia",CATALOG
2032,230172,1998-11-04,GARDENING,GD4300,3,"Moss, Ms. Eugenia",CATALOG
2033,99073,2000-04-13,SPORTS,SP1300,4,"Moss, Ms. Eugenia",CATALOG
2034,99073,2000-04-13,SPORTS,SP3300,3,"Moss, Ms. Eugenia",CATALOG
2035,100580,2000-04-25,PETS,PT3300,1,"Moss, Ms. Eugenia",CATALOG
2036,111714,2000-07-08,GARDENING,GD3100,3,"Moss, Ms. Eugenia",CATALOG
2037,124536,2000-09-16,PETS,PT4400,1,"Moss, Ms. Eugenia",CATALOG
2038,155014,2001-02-24,TOYS,TY3400,1,"Moss, Ms. Eugenia",CATALOG
2039,158051,2001-03-12,PETS,PT2000,1,"Moss, Ms. Eugenia",CATALOG
2040,160888,2001-03-27,SPORTS,SP2200,1,"Moss, Ms. Eugenia",CATALOG
2041,162079,2001-04-02,SPORTS,SP1100,1,"Moss, Ms. Eugenia",CATALOG
2042,164520,2001-04-17,PETS,PT1100,1,"Moss, Ms. Eugenia",CATALOG
2043,164520,2001-04-17,PETS,PT1200,1,"Moss, Ms. Eugenia",CATALOG
2044,164520,2001-04-17,PETS,PT2000,1,"Moss, Ms. Eugenia",CATALOG
2045,100581,1997-01-16,TOYS,TY3500,4,"Selle, Ms. Maria",CATALOG
2046,104512,1997-02-14,SPORTS,SP2500,1,"Selle, Ms. Maria",CATALOG
2047,118149,1997-05-06,PETS,PT2100,1,"Selle, Ms. Maria",CATALOG
2048,119114,1997-05-11,TOYS,TY2100,1,"Selle, Ms. Maria",CATALOG
2049,189757,1998-05-16,TOYS,TY2200,1,"Selle, Ms. Maria",CATALOG
2050,191593,1998-05-24,SPORTS,SP1100,1,"Selle, Ms. Maria",CATALOG
2051,191593,1998-05-24,SPORTS,SP2000,1,"Selle, Ms. Maria",CATALOG
2052,191593,1998-05-24,SPORTS,SP2500,1,"Selle, Ms. Maria",CATALOG
2053,192747,1998-05-29,SPORTS,SP2700,1,"Selle, Ms. Maria",CATALOG
2055,192747,1998-05-29,SPORTS,SP3200,1,"Selle, Ms. Maria",CATALOG
2056,192747,1998-05-29,SPORTS,SP3300,1,"Selle, Ms. Maria",CATALOG
2057,196722,1998-06-15,GARDENING,GD1200,1,"Selle, Ms. Maria",CATALOG
2058,197221,1998-06-17,PETS,PT1100,1,"Selle, Ms. Maria",CATALOG
2059,205594,1998-07-23,PETS,PT1000,1,"Selle, Ms. Maria",CATALOG
2060,241130,1998-12-21,TOYS,TY4100,1,"Selle, Ms. Maria",CATALOG
2061,100581,2000-04-25,TOYS,TY3500,4,"Selle, Ms. Maria",CATALOG
2062,104512,2000-05-24,SPORTS,SP2500,1,"Selle, Ms. Maria",CATALOG
2063,118149,2000-08-13,PETS,PT2100,1,"Selle, Ms. Maria",CATALOG
2064,119114,2000-08-18,TOYS,TY2100,1,"Selle, Ms. Maria",CATALOG
2065,99829,1997-01-10,GARDENING,GD2100,1,"Head, Mr. George",CATALOG
2066,124359,1997-06-08,TOYS,TY1100,1,"Head, Mr. George",CATALOG
2067,154816,1997-11-16,SPORTS,SP3000,4,"Head, Mr. George",CATALOG
2068,168383,1998-02-01,PETS,PT1000,1,"Head, Mr. George",CATALOG
2069,168383,1998-02-01,PETS,PT3100,1,"Head, Mr. George",CATALOG
2070,168383,1998-02-01,PETS,PT3500,1,"Head, Mr. George",CATALOG
2071,196500,1998-06-14,PETS,PT4200,4,"Head, Mr. George",CATALOG
2072,207472,1998-07-31,SPORTS,SP1300,1,"Head, Mr. George",CATALOG
2073,223860,1998-10-08,PETS,PT2400,1,"Head, Mr. George",CATALOG
2074,99829,2000-04-19,GARDENING,GD2100,1,"Head, Mr. George",CATALOG
2075,124359,2000-09-15,TOYS,TY1100,1,"Head, Mr. George",CATALOG
2076,154816,2001-02-23,SPORTS,SP3000,4,"Head, Mr. George",CATALOG
2077,168383,2001-05-11,PETS,PT1000,1,"Head, Mr. George",CATALOG
2078,168383,2001-05-11,PETS,PT3100,1,"Head, Mr. George",CATALOG
2079,168383,2001-05-11,PETS,PT3500,1,"Head, Mr. George",CATALOG
2080,103120,1997-02-04,PETS,PT3300,4,"Teel, Ms. Darla",CATALOG
2081,105604,1997-02-21,GARDENING,GD3100,1,"Teel, Ms. Darla",CATALOG
2082,115937,1997-04-24,TOYS,TY1850,1,"Teel, Ms. Darla",CATALOG
2083,117982,1997-05-05,SPORTS,SP1600,1,"Teel, Ms. Darla",CATALOG
2084,117982,1997-05-05,SPORTS,SP2300,1,"Teel, Ms. Darla",CATALOG
2085,117982,1997-05-05,SPORTS,SP2400,1,"Teel, Ms. Darla",CATALOG
2086,118560,1997-05-08,TOYS,TY5200,1,"Teel, Ms. Darla",CATALOG
2087,166563,1998-01-21,SPORTS,SP1300,1,"Teel, Ms. Darla",CATALOG
2088,170722,1998-02-14,TOYS,TY2500,1,"Teel, Ms. Darla",CATALOG
2089,185684,1998-04-28,PETS,PT3500,1,"Teel, Ms. Darla",CATALOG
2090,205598,1998-07-23,PETS,PT1100,3,"Teel, Ms. Darla",CATALOG
2091,208380,1998-08-04,TOYS,TY1850,1,"Teel, Ms. Darla",CATALOG
2092,211279,1998-08-16,SPORTS,SP2700,4,"Teel, Ms. Darla",CATALOG
2093,103120,2000-05-14,PETS,PT3300,4,"Teel, Ms. Darla",CATALOG
2094,105604,2000-05-31,GARDENING,GD3100,1,"Teel, Ms. Darla",CATALOG
2095,115937,2000-08-01,TOYS,TY1850,1,"Teel, Ms. Darla",CATALOG
2096,117982,2000-08-12,SPORTS,SP1600,1,"Teel, Ms. Darla",CATALOG
2097,117982,2000-08-12,SPORTS,SP2300,1,"Teel, Ms. Darla",CATALOG
2098,117982,2000-08-12,SPORTS,SP2400,1,"Teel, Ms. Darla",CATALOG
2099,118560,2000-08-15,TOYS,TY5200,1,"Teel, Ms. Darla",CATALOG
2100,166563,2001-04-30,SPORTS,SP1300,1,"Teel, Ms. Darla",CATALOG
2101,170722,2001-05-24,TOYS,TY2500,1,"Teel, Ms. Darla",CATALOG
2102,106223,1997-02-25,PETS,PT3500,2,"Cracken, Mr. R. Thomas",CATALOG
2103,121182,1997-05-22,SPORTS,SP3400,4,"Cracken, Mr. R. Thomas",CATALOG
2104,124548,1997-06-09,SPORTS,SP2300,1,"Cracken, Mr. R. Thomas",CATALOG
2105,125512,1997-06-14,SOFTWARE,SW3909,1,"Cracken, Mr. R. Thomas",CATALOG
2106,133675,1997-07-27,SPORTS,SP1400,1,"Cracken, Mr. R. Thomas",CATALOG
2107,133675,1997-07-27,SPORTS,SP2400,1,"Cracken, Mr. R. Thomas",CATALOG
2108,133675,1997-07-27,SPORTS,SP2500,1,"Cracken, Mr. R. Thomas",CATALOG
2110,160713,1997-12-17,TOYS,TY1200,1,"Cracken, Mr. R. Thomas",CATALOG
2111,176459,1998-03-16,GARDENING,GD2400,1,"Cracken, Mr. R. Thomas",CATALOG
2112,178895,1998-03-28,PETS,PT3200,1,"Cracken, Mr. R. Thomas",CATALOG
2113,191370,1998-05-23,PETS,PT3200,4,"Cracken, Mr. R. Thomas",CATALOG
2114,203518,1998-07-14,SPORTS,SP2400,1,"Cracken, Mr. R. Thomas",CATALOG
2115,222669,1998-10-03,SPORTS,SP2400,1,"Cracken, Mr. R. Thomas",CATALOG
2116,236950,1998-12-03,PETS,PT3100,1,"Cracken, Mr. R. Thomas",CATALOG
2117,240215,1998-12-17,TOYS,TY1100,1,"Cracken, Mr. R. Thomas",CATALOG
2118,106223,2000-06-04,PETS,PT3500,2,"Cracken, Mr. R. Thomas",CATALOG
2119,121182,2000-08-29,SPORTS,SP3400,4,"Cracken, Mr. R. Thomas",CATALOG
2120,124548,2000-09-16,SPORTS,SP2300,1,"Cracken, Mr. R. Thomas",CATALOG
2121,125512,2000-09-21,SOFTWARE,SW3909,1,"Cracken, Mr. R. Thomas",CATALOG
2122,133675,2000-11-03,SPORTS,SP1400,1,"Cracken, Mr. R. Thomas",CATALOG
2123,133675,2000-11-03,SPORTS,SP2400,1,"Cracken, Mr. R. Thomas",CATALOG
2124,133675,2000-11-03,SPORTS,SP2500,1,"Cracken, Mr. R. Thomas",CATALOG
2126,160713,2001-03-26,TOYS,TY1200,1,"Cracken, Mr. R. Thomas",CATALOG
2127,125915,1997-06-16,SOFTWARE,SW4155,1,"Sullivan, Ms. Lina",CATALOG
2128,129730,1997-07-06,SPORTS,SP1000,1,"Sullivan, Ms. Lina",CATALOG
2129,142643,1997-09-12,SOFTWARE,SW6180,1,"Sullivan, Ms. Lina",CATALOG
2130,173126,1998-02-27,COLLECTIBLES,CC2300,1,"Sullivan, Ms. Lina",CATALOG
2131,173126,1998-02-27,COLLECTIBLES,CC3400,4,"Sullivan, Ms. Lina",CATALOG
2132,173126,1998-02-27,COLLECTIBLES,CC4100,1,"Sullivan, Ms. Lina",CATALOG
2133,173126,1998-02-27,COLLECTIBLES,CC4200,1,"Sullivan, Ms. Lina",CATALOG
2134,190223,1998-05-18,TOYS,TY3400,1,"Sullivan, Ms. Lina",CATALOG
2135,197478,1998-06-18,PETS,PT2400,3,"Sullivan, Ms. Lina",CATALOG
2136,233023,1998-11-16,TOYS,TY2600,1,"Sullivan, Ms. Lina",CATALOG
2137,238374,1998-12-09,SOFTWARE,SW7383,1,"Sullivan, Ms. Lina",CATALOG
2138,242706,1998-12-28,PETS,PT4600,3,"Sullivan, Ms. Lina",CATALOG
2139,125915,2000-09-23,SOFTWARE,SW4155,1,"Sullivan, Ms. Lina",CATALOG
2140,129730,2000-10-13,SPORTS,SP1000,1,"Sullivan, Ms. Lina",CATALOG
2141,142643,2000-12-20,SOFTWARE,SW6180,1,"Sullivan, Ms. Lina",CATALOG
2142,102993,1997-02-03,SOFTWARE,SW7573,1,"Jones, Ms. Margaret",CATALOG
2143,144412,1997-09-21,TOYS,TY1950,1,"Jones, Ms. Margaret",CATALOG
2144,158065,1997-12-03,GARDENING,GD1600,1,"Jones, Ms. Margaret",CATALOG
2145,168392,1998-02-01,COLLECTIBLES,CC3700,1,"Jones, Ms. Margaret",CATALOG
2146,177882,1998-03-23,GARDENING,GD2200,1,"Jones, Ms. Margaret",CATALOG
2147,177882,1998-03-23,GARDENING,GD3300,1,"Jones, Ms. Margaret",CATALOG
2148,177882,1998-03-23,GARDENING,GD4000,3,"Jones, Ms. Margaret",CATALOG
2149,207926,1998-08-02,TOYS,TY3500,1,"Jones, Ms. Margaret",CATALOG
2150,210787,1998-08-14,PETS,PT3500,1,"Jones, Ms. Margaret",CATALOG
2151,215734,1998-09-04,SPORTS,SP3200,1,"Jones, Ms. Margaret",CATALOG
2152,238623,1998-12-10,SPORTS,SP1200,1,"Jones, Ms. Margaret",CATALOG
2153,242947,1998-12-29,TOYS,TY2400,2,"Jones, Ms. Margaret",CATALOG
2154,242947,1998-12-29,TOYS,TY2700,1,"Jones, Ms. Margaret",CATALOG
2155,242947,1998-12-29,TOYS,TY4300,1,"Jones, Ms. Margaret",CATALOG
2156,242947,1998-12-29,TOYS,TY4500,1,"Jones, Ms. Margaret",CATALOG
2157,102993,2000-05-13,SOFTWARE,SW7573,1,"Jones, Ms. Margaret",CATALOG
2158,144412,2000-12-29,TOYS,TY1950,1,"Jones, Ms. Margaret",CATALOG
2159,158065,2001-03-12,GARDENING,GD1600,1,"Jones, Ms. Margaret",CATALOG
2160,168392,2001-05-11,COLLECTIBLES,CC3700,1,"Jones, Ms. Margaret",CATALOG
2161,101098,1997-01-20,GARDENING,GD1100,1,"Murray, Mr. Tom",CATALOG
2162,107649,1997-03-06,PETS,PT1100,1,"Murray, Mr. Tom",CATALOG
2163,125921,1997-06-16,GARDENING,GD3300,3,"Murray, Mr. Tom",CATALOG
2164,133103,1997-07-24,SOFTWARE,SW1991,1,"Murray, Mr. Tom",CATALOG
2165,133103,1997-07-24,SOFTWARE,SW4831,2,"Murray, Mr. Tom",CATALOG
2166,133103,1997-07-24,SOFTWARE,SW5338,1,"Murray, Mr. Tom",CATALOG
2167,133103,1997-07-24,SOFTWARE,SW7585,1,"Murray, Mr. Tom",CATALOG
2168,146451,1997-10-02,SPORTS,SP3100,1,"Murray, Mr. Tom",CATALOG
2169,154228,1997-11-13,SPORTS,SP1400,1,"Murray, Mr. Tom",CATALOG
2170,180621,1998-04-05,GARDENING,GD3300,4,"Murray, Mr. Tom",CATALOG
2171,211285,1998-08-16,TOYS,TY1850,1,"Murray, Mr. Tom",CATALOG
2172,221214,1998-09-27,SPORTS,SP2400,1,"Murray, Mr. Tom",CATALOG
2173,230878,1998-11-07,TOYS,TY4300,1,"Murray, Mr. Tom",CATALOG
2174,236233,1998-11-30,SOFTWARE,SW2123,2,"Murray, Mr. Tom",CATALOG
2175,236958,1998-12-03,SPORTS,SP2200,1,"Murray, Mr. Tom",CATALOG
2176,101098,2000-04-29,GARDENING,GD1100,1,"Murray, Mr. Tom",CATALOG
2177,107649,2000-06-13,PETS,PT1100,1,"Murray, Mr. Tom",CATALOG
2178,125921,2000-09-23,GARDENING,GD3300,3,"Murray, Mr. Tom",CATALOG
2179,133103,2000-10-31,SOFTWARE,SW1991,1,"Murray, Mr. Tom",CATALOG
2180,133103,2000-10-31,SOFTWARE,SW4831,2,"Murray, Mr. Tom",CATALOG
2181,133103,2000-10-31,SOFTWARE,SW5338,1,"Murray, Mr. Tom",CATALOG
2182,133103,2000-10-31,SOFTWARE,SW7585,1,"Murray, Mr. Tom",CATALOG
