ID,INV,PCODE,DATE,CATALOG,QTY,CUSTNUM,ORIGEN
2181,220925,SW8511,1998-09-26,SOFTWARE,3,"Janus, Mr. David",CATALOG
2182,234314,SP1100,1998-11-22,SPORTS,1,"Janus, Mr. David",CATALOG
2183,242413,PT1200,1998-12-27,PETS,1,"Janus, Mr. David",CATALOG
2184,105851,GD1500,2000-06-02,GARDENING,1,"Janus, Mr. David",CATALOG
2185,112885,TY1200,2000-07-15,TOYS,1,"Janus, Mr. David",CATALOG
2186,112885,TY2200,2000-07-15,TOYS,2,"Janus, Mr. David",CATALOG
2187,112885,TY2500,2000-07-15,TOYS,1,"Janus, Mr. David",CATALOG
2188,112885,TY5100,2000-07-15,TOYS,1,"Janus, Mr. David",CATALOG
2189,126062,GD1500,2000-09-24,GARDENING,1,"Janus, Mr. David",CATALOG
2190,126062,GD2000,2000-09-24,GARDENING,3,"Janus, Mr. David",CATALOG
2191,132120,PT1300,2000-10-26,PETS,4,"Janus, Mr. David",CATALOG
2192,132120,PT2100,2000-10-26,PETS,1,"Janus, Mr. David",CATALOG
2193,132120,PT2300,2000-10-26,PETS,1,"Janus, Mr. David",CATALOG
2194,147674,TY3200,2001-01-16,TOYS,1,"Janus, Mr. David",CATALOG
2195,100924,PT2300,1997-01-19,PETS,1,"Conway, Mr. Merlin",CATALOG
2196,113985,PT4500,1997-04-13,PETS,4,"Conway, Mr. Merlin",CATALOG
2197,128482,SP3100,1997-06-30,SPORTS,1,"Conway, Mr. Merlin",CATALOG
2198,132123,SP1000,1997-07-19,SPORTS,4,"Conway, Mr. Merlin",CATALOG
2199,132123,SP1300,1997-07-19,SPORTS,2,"Conway, Mr. Merlin",CATALOG
2200,132123,SP1500,1997-07-19,SPORTS,1,"Conway, Mr. Merlin",CATALOG
2201,132123,SP2500,1997-07-19,SPORTS,4,"Conway, Mr. Merlin",CATALOG
2202,188322,PT3500,1998-05-10,PETS,4,"Conway, Mr. Merlin",CATALOG
2203,191545,TY1850,1998-05-24,TOYS,4,"Conway, Mr. Merlin",CATALOG
2204,193368,GD1010,1998-06-01,GARDENING,1,"Conway, Mr. Merlin",CATALOG
2205,207868,SP1000,1998-08-02,SPORTS,1,"Conway, Mr. Merlin",CATALOG
2206,212399,SP1000,1998-08-21,SPORTS,1,"Conway, Mr. Merlin",CATALOG
2207,227317,PT2400,1998-10-23,PETS,3,"Conway, Mr. Merlin",CATALOG
2208,227317,PT3400,1998-10-23,PETS,1,"Conway, Mr. Merlin",CATALOG
2209,227317,PT4300,1998-10-23,PETS,1,"Conway, Mr. Merlin",CATALOG
2210,227317,PT4400,1998-10-23,PETS,1,"Conway, Mr. Merlin",CATALOG
2211,100924,PT2300,2000-04-28,PETS,1,"Conway, Mr. Merlin",CATALOG
2212,113985,PT4500,2000-07-21,PETS,4,"Conway, Mr. Merlin",CATALOG
2213,128482,SP3100,2000-10-07,SPORTS,1,"Conway, Mr. Merlin",CATALOG
2214,132123,SP1000,2000-10-26,SPORTS,4,"Conway, Mr. Merlin",CATALOG
2215,132123,SP1300,2000-10-26,SPORTS,2,"Conway, Mr. Merlin",CATALOG
2216,132123,SP1500,2000-10-26,SPORTS,1,"Conway, Mr. Merlin",CATALOG
2217,132123,SP2500,2000-10-26,SPORTS,4,"Conway, Mr. Merlin",CATALOG
2218,107118,SP1600,1997-03-03,SPORTS,1,"Wang, Ms. M. S.",CATALOG
2219,116084,SP2000,1997-04-25,SPORTS,1,"Wang, Ms. M. S.",CATALOG
2220,118694,GD3000,1997-05-09,GARDENING,1,"Wang, Ms. M. S.",CATALOG
2221,135382,PT3200,1997-08-05,PETS,1,"Wang, Ms. M. S.",CATALOG
2222,145118,PT3300,1997-09-25,PETS,1,"Wang, Ms. M. S.",CATALOG
2223,146789,TY2500,1997-10-04,TOYS,2,"Wang, Ms. M. S.",CATALOG
2224,186092,TY4300,1998-04-30,TOYS,2,"Wang, Ms. M. S.",CATALOG
2225,192462,CC4300,1998-05-28,COLLECTIBLES,1,"Wang, Ms. M. S.",CATALOG
2226,200227,TY5300,1998-06-30,TOYS,1,"Wang, Ms. M. S.",CATALOG
2227,215681,GD4300,1998-09-04,GARDENING,1,"Wang, Ms. M. S.",CATALOG
2228,220455,TY4300,1998-09-24,TOYS,1,"Wang, Ms. M. S.",CATALOG
2229,238326,PT1100,1998-12-09,PETS,1,"Wang, Ms. M. S.",CATALOG
2230,107118,SP1600,2000-06-10,SPORTS,1,"Wang, Ms. M. S.",CATALOG
2231,116084,SP2000,2000-08-02,SPORTS,1,"Wang, Ms. M. S.",CATALOG
2232,118694,GD3000,2000-08-16,GARDENING,1,"Wang, Ms. M. S.",CATALOG
2233,135382,PT3200,2000-11-12,PETS,1,"Wang, Ms. M. S.",CATALOG
2234,145118,PT3300,2001-01-02,PETS,1,"Wang, Ms. M. S.",CATALOG
2235,146789,TY2500,2001-01-11,TOYS,2,"Wang, Ms. M. S.",CATALOG
2236,117177,CC4700,1997-05-01,COLLECTIBLES,1,"Jones, Ms. G. L.",CATALOG
2237,117759,TY4700,1997-05-04,TOYS,1,"Jones, Ms. G. L.",CATALOG
2238,132671,PT2200,1997-07-22,PETS,4,"Jones, Ms. G. L.",CATALOG
2239,184978,CC2300,1998-04-25,COLLECTIBLES,3,"Jones, Ms. G. L.",CATALOG
2240,199504,GD2200,1998-06-27,GARDENING,1,"Jones, Ms. G. L.",CATALOG
2241,241552,TY1800,1998-12-23,TOYS,3,"Jones, Ms. G. L.",CATALOG
2242,117177,CC4700,2000-08-08,COLLECTIBLES,1,"Jones, Ms. G. L.",CATALOG
2243,117759,TY4700,2000-08-11,TOYS,1,"Jones, Ms. G. L.",CATALOG
2244,132671,PT2200,2000-10-29,PETS,4,"Jones, Ms. G. L.",CATALOG
2245,113810,SP3300,1997-04-12,SPORTS,4,"Finster, Mr. Howard",CATALOG
2246,121334,SP3200,1997-05-23,SPORTS,3,"Finster, Mr. Howard",CATALOG
2247,123199,TY1100,1997-06-02,TOYS,1,"Finster, Mr. Howard",CATALOG
2248,146405,PT3200,1997-10-02,PETS,3,"Finster, Mr. Howard",CATALOG
2249,155900,TY3800,1997-11-22,TOYS,1,"Finster, Mr. Howard",CATALOG
2250,164490,PT4200,1998-01-08,PETS,4,"Finster, Mr. Howard",CATALOG
2251,170264,GD1100,1998-02-12,GARDENING,3,"Finster, Mr. Howard",CATALOG
2252,175208,SP1000,1998-03-10,SPORTS,1,"Finster, Mr. Howard",CATALOG
2253,175208,SP1400,1998-03-10,SPORTS,2,"Finster, Mr. Howard",CATALOG
2254,175208,SP1600,1998-03-10,SPORTS,1,"Finster, Mr. Howard",CATALOG
2255,175208,SP2000,1998-03-10,SPORTS,1,"Finster, Mr. Howard",CATALOG
2256,203245,SP3100,1998-07-13,SPORTS,1,"Finster, Mr. Howard",CATALOG
2257,226117,PT1200,1998-10-18,PETS,3,"Finster, Mr. Howard",CATALOG
2258,226117,PT3300,1998-10-18,PETS,4,"Finster, Mr. Howard",CATALOG
2259,226117,PT3500,1998-10-18,PETS,4,"Finster, Mr. Howard",CATALOG
2260,229193,SP2200,1998-10-31,SPORTS,1,"Finster, Mr. Howard",CATALOG
2261,229193,SP2400,1998-10-31,SPORTS,1,"Finster, Mr. Howard",CATALOG
2262,229193,SP2600,1998-10-31,SPORTS,1,"Finster, Mr. Howard",CATALOG
2263,229193,SP3300,1998-10-31,SPORTS,1,"Finster, Mr. Howard",CATALOG
2264,232703,SP1600,1998-11-15,SPORTS,3,"Finster, Mr. Howard",CATALOG
2265,232703,SP2300,1998-11-15,SPORTS,1,"Finster, Mr. Howard",CATALOG
2266,232703,SP2400,1998-11-15,SPORTS,1,"Finster, Mr. Howard",CATALOG
2267,232703,SP2700,1998-11-15,SPORTS,1,"Finster, Mr. Howard",CATALOG
2268,113810,SP3300,2000-07-20,SPORTS,4,"Finster, Mr. Howard",CATALOG
2269,121334,SP3200,2000-08-30,SPORTS,3,"Finster, Mr. Howard",CATALOG
2270,123199,TY1100,2000-09-09,TOYS,1,"Finster, Mr. Howard",CATALOG
2271,146405,PT3200,2001-01-09,PETS,3,"Finster, Mr. Howard",CATALOG
2272,155900,TY3800,2001-03-01,TOYS,1,"Finster, Mr. Howard",CATALOG
2273,164490,PT4200,2001-04-17,PETS,4,"Finster, Mr. Howard",CATALOG
2274,170264,GD1100,2001-05-22,GARDENING,3,"Finster, Mr. Howard",CATALOG
2275,101732,SP2500,1997-01-25,SPORTS,1,"Buscemi, Mr. Steve",CATALOG
2276,107772,PT4100,1997-03-07,PETS,1,"Buscemi, Mr. Steve",CATALOG
2277,141099,PT1100,1997-09-04,PETS,1,"Buscemi, Mr. Steve",CATALOG
2278,141099,PT2300,1997-09-04,PETS,3,"Buscemi, Mr. Steve",CATALOG
2279,141099,PT2400,1997-09-04,PETS,1,"Buscemi, Mr. Steve",CATALOG
2280,142800,TY2200,1997-09-13,TOYS,1,"Buscemi, Mr. Steve",CATALOG
2281,144936,TY2600,1997-09-24,TOYS,1,"Buscemi, Mr. Steve",CATALOG
2282,144936,TY3200,1997-09-24,TOYS,1,"Buscemi, Mr. Steve",CATALOG
2283,144936,TY5200,1997-09-24,TOYS,1,"Buscemi, Mr. Steve",CATALOG
2284,155153,SP1000,1997-11-18,SPORTS,1,"Buscemi, Mr. Steve",CATALOG
2285,155153,SP2200,1997-11-18,SPORTS,1,"Buscemi, Mr. Steve",CATALOG
2286,155153,SP2400,1997-11-18,SPORTS,1,"Buscemi, Mr. Steve",CATALOG
2287,171966,PT1300,1998-02-21,PETS,4,"Buscemi, Mr. Steve",CATALOG
2288,176609,GD3000,1998-03-17,GARDENING,1,"Buscemi, Mr. Steve",CATALOG
2289,181661,GD2400,1998-04-10,GARDENING,1,"Buscemi, Mr. Steve",CATALOG
2290,186541,PT2200,1998-05-02,PETS,1,"Buscemi, Mr. Steve",CATALOG
2291,210736,GD2300,1998-08-14,GARDENING,4,"Buscemi, Mr. Steve",CATALOG
2292,211476,SP1400,1998-08-17,SPORTS,1,"Buscemi, Mr. Steve",CATALOG
2293,215686,SP3200,1998-09-04,SPORTS,1,"Buscemi, Mr. Steve",CATALOG
2294,224305,SP1000,1998-10-10,SPORTS,1,"Buscemi, Mr. Steve",CATALOG
2295,229422,TY1700,1998-11-01,TOYS,2,"Buscemi, Mr. Steve",CATALOG
2296,229422,TY1750,1998-11-01,TOYS,1,"Buscemi, Mr. Steve",CATALOG
2297,229422,TY4300,1998-11-01,TOYS,4,"Buscemi, Mr. Steve",CATALOG
2298,101732,SP2500,2000-05-04,SPORTS,1,"Buscemi, Mr. Steve",CATALOG
2299,107772,PT4100,2000-06-14,PETS,1,"Buscemi, Mr. Steve",CATALOG
2300,141099,PT1100,2000-12-12,PETS,1,"Buscemi, Mr. Steve",CATALOG
2301,141099,PT2300,2000-12-12,PETS,3,"Buscemi, Mr. Steve",CATALOG
2302,141099,PT2400,2000-12-12,PETS,1,"Buscemi, Mr. Steve",CATALOG
2303,142800,TY2200,2000-12-21,TOYS,1,"Buscemi, Mr. Steve",CATALOG
2304,144936,TY2600,2001-01-01,TOYS,1,"Buscemi, Mr. Steve",CATALOG
2305,144936,TY3200,2001-01-01,TOYS,1,"Buscemi, Mr. Steve",CATALOG
2306,144936,TY5200,2001-01-01,TOYS,1,"Buscemi, Mr. Steve",CATALOG
2307,155153,SP1000,2001-02-25,SPORTS,1,"Buscemi, Mr. Steve",CATALOG
2308,155153,SP2200,2001-02-25,SPORTS,1,"Buscemi, Mr. Steve",CATALOG
2309,155153,SP2400,2001-02-25,SPORTS,1,"Buscemi, Mr. Steve",CATALOG
2310,171966,PT1300,2001-05-31,PETS,4,"Buscemi, Mr. Steve",CATALOG
2311,128292,PT2100,1997-06-29,PETS,1,"Keitel, Harvey",CATALOG
2312,134460,TY1300,1997-07-31,TOYS,3,"Keitel, Harvey",CATALOG
2313,147495,TY2700,1997-10-08,TOYS,1,"Keitel, Harvey",CATALOG
2314,148417,TY3800,1997-10-13,TOYS,1,"Keitel, Harvey",CATALOG
2315,156864,SW7383,1997-11-27,SOFTWARE,1,"Keitel, Harvey",CATALOG
2316,204608,SP2400,1998-07-19,SPORTS,3,"Keitel, Harvey",CATALOG
2317,206018,SP2400,1998-07-25,SPORTS,4,"Keitel, Harvey",CATALOG
2318,209800,PT1000,1998-08-10,PETS,1,"Keitel, Harvey",CATALOG
2319,128292,PT2100,2000-10-06,PETS,1,"Keitel, Harvey",CATALOG
2320,134460,TY1300,2000-11-07,TOYS,3,"Keitel, Harvey",CATALOG
2321,147495,TY2700,2001-01-15,TOYS,1,"Keitel, Harvey",CATALOG
2322,148417,TY3800,2001-01-20,TOYS,1,"Keitel, Harvey",CATALOG
2323,156864,SW7383,2001-03-06,SOFTWARE,1,"Keitel, Harvey",CATALOG
2324,99178,SP1000,1997-01-05,SPORTS,2,"James, Mr. Rick",CATALOG
2325,99570,PT4100,1997-01-08,PETS,1,"James, Mr. Rick",CATALOG
2326,101585,SP1000,1997-01-24,SPORTS,1,"James, Mr. Rick",CATALOG
2327,101585,SP1400,1997-01-24,SPORTS,2,"James, Mr. Rick",CATALOG
2328,101585,SP2300,1997-01-24,SPORTS,4,"James, Mr. Rick",CATALOG
2329,101585,SP2300,1997-01-24,SPORTS,1,"James, Mr. Rick",CATALOG
2330,113446,SP1100,1997-04-10,SPORTS,2,"James, Mr. Rick",CATALOG
2331,118703,PT2100,1997-05-09,PETS,1,"James, Mr. Rick",CATALOG
2332,122646,GD1010,1997-05-30,GARDENING,1,"James, Mr. Rick",CATALOG
2333,122646,GD1200,1997-05-30,GARDENING,3,"James, Mr. Rick",CATALOG
2334,122646,GD3300,1997-05-30,GARDENING,4,"James, Mr. Rick",CATALOG
2335,122646,GD4200,1997-05-30,GARDENING,1,"James, Mr. Rick",CATALOG
2336,162224,SP2400,1997-12-25,SPORTS,1,"James, Mr. Rick",CATALOG
2337,170093,SP2200,1998-02-11,SPORTS,1,"James, Mr. Rick",CATALOG
2338,184990,PT1200,1998-04-25,PETS,3,"James, Mr. Rick",CATALOG
2339,184990,PT3500,1998-04-25,PETS,4,"James, Mr. Rick",CATALOG
2340,184990,PT4500,1998-04-25,PETS,1,"James, Mr. Rick",CATALOG
2341,206971,GD1100,1998-07-29,GARDENING,1,"James, Mr. Rick",CATALOG
2342,213614,TY3300,1998-08-26,TOYS,1,"James, Mr. Rick",CATALOG
2343,217624,SP2200,1998-09-12,SPORTS,1,"James, Mr. Rick",CATALOG
2344,217624,SP2400,1998-09-12,SPORTS,1,"James, Mr. Rick",CATALOG
2345,217625,SP2600,1998-09-12,SPORTS,1,"James, Mr. Rick",CATALOG
2346,217624,SP3100,1998-09-12,SPORTS,1,"James, Mr. Rick",CATALOG
2347,220934,PT2100,1998-09-26,PETS,2,"James, Mr. Rick",CATALOG
2348,99178,SP1000,2000-04-14,SPORTS,2,"James, Mr. Rick",CATALOG
2349,99570,PT4100,2000-04-17,PETS,1,"James, Mr. Rick",CATALOG
2350,101585,SP1000,2000-05-03,SPORTS,1,"James, Mr. Rick",CATALOG
2351,101585,SP1400,2000-05-03,SPORTS,2,"James, Mr. Rick",CATALOG
2352,101585,SP2300,2000-05-03,SPORTS,4,"James, Mr. Rick",CATALOG
2353,101585,SP2300,2000-05-03,SPORTS,1,"James, Mr. Rick",CATALOG
2354,113446,SP1100,2000-07-18,SPORTS,2,"James, Mr. Rick",CATALOG
2355,118703,PT2100,2000-08-16,PETS,1,"James, Mr. Rick",CATALOG
2356,122646,GD1010,2000-09-06,GARDENING,1,"James, Mr. Rick",CATALOG
2357,122646,GD1200,2000-09-06,GARDENING,3,"James, Mr. Rick",CATALOG
2358,122646,GD3300,2000-09-06,GARDENING,4,"James, Mr. Rick",CATALOG
2359,122646,GD4200,2000-09-06,GARDENING,1,"James, Mr. Rick",CATALOG
2360,162224,SP2400,2001-04-03,SPORTS,1,"James, Mr. Rick",CATALOG
2361,170093,SP2200,2001-05-21,SPORTS,1,"James, Mr. Rick",CATALOG
2362,110394,TY3200,1997-03-23,TOYS,1,"Rain, Mr. Doug",CATALOG
2363,120014,GD2200,1997-05-16,GARDENING,1,"Rain, Mr. Doug",CATALOG
2364,133464,TY3100,1997-07-26,TOYS,1,"Rain, Mr. Doug",CATALOG
2365,148237,SW5338,1997-10-12,SOFTWARE,3,"Rain, Mr. Doug",CATALOG
2366,158426,PT1100,1997-12-05,PETS,1,"Rain, Mr. Doug",CATALOG
2367,184142,SP2600,1998-04-21,SPORTS,1,"Rain, Mr. Doug",CATALOG
2368,214770,PT1100,1998-08-31,PETS,1,"Rain, Mr. Doug",CATALOG
2369,214770,PT2000,1998-08-31,PETS,4,"Rain, Mr. Doug",CATALOG
2370,214770,PT3500,1998-08-31,PETS,1,"Rain, Mr. Doug",CATALOG
2371,228977,SW4825,1998-10-30,SOFTWARE,2,"Rain, Mr. Doug",CATALOG
2372,235230,PT2100,1998-11-26,PETS,3,"Rain, Mr. Doug",CATALOG
2373,235230,PT3200,1998-11-26,PETS,1,"Rain, Mr. Doug",CATALOG
2374,235230,PT4500,1998-11-26,PETS,1,"Rain, Mr. Doug",CATALOG
2375,239923,TY1750,1998-12-16,TOYS,1,"Rain, Mr. Doug",CATALOG
2376,239923,TY2300,1998-12-16,TOYS,1,"Rain, Mr. Doug",CATALOG
2377,239923,TY2700,1998-12-16,TOYS,1,"Rain, Mr. Doug",CATALOG
2378,239923,TY5300,1998-12-16,TOYS,1,"Rain, Mr. Doug",CATALOG
2379,110394,TY3200,2000-06-30,TOYS,1,"Rain, Mr. Doug",CATALOG
2380,120014,GD2200,2000-08-23,GARDENING,1,"Rain, Mr. Doug",CATALOG
2381,133464,TY3100,2000-11-02,TOYS,1,"Rain, Mr. Doug",CATALOG
2382,148237,SW5338,2001-01-19,SOFTWARE,3,"Rain, Mr. Doug",CATALOG
2383,158426,PT1100,2001-03-14,PETS,1,"Rain, Mr. Doug",CATALOG
2384,125874,SP1000,1997-06-16,SPORTS,2,"Challey, Ms. Jan",CATALOG
2385,149706,TY1700,1997-10-20,TOYS,1,"Challey, Ms. Jan",CATALOG
2386,162411,PT1000,1997-12-26,PETS,1,"Challey, Ms. Jan",CATALOG
2387,162411,PT1100,1997-12-26,PETS,2,"Challey, Ms. Jan",CATALOG
2388,162411,PT2400,1997-12-26,PETS,3,"Challey, Ms. Jan",CATALOG
2389,178237,PT2300,1998-03-25,PETS,3,"Challey, Ms. Jan",CATALOG
2390,178237,PT3100,1998-03-25,PETS,1,"Challey, Ms. Jan",CATALOG
2391,178237,PT4100,1998-03-25,PETS,4,"Challey, Ms. Jan",CATALOG
2392,178237,PT4500,1998-03-25,PETS,4,"Challey, Ms. Jan",CATALOG
2393,200240,PT2200,1998-06-30,PETS,3,"Challey, Ms. Jan",CATALOG
2394,209045,SW2181,1998-08-07,SOFTWARE,1,"Challey, Ms. Jan",CATALOG
2395,215237,TY2300,1998-09-02,TOYS,1,"Challey, Ms. Jan",CATALOG
2396,215237,TY3100,1998-09-02,TOYS,1,"Challey, Ms. Jan",CATALOG
2397,215237,TY3800,1998-09-02,TOYS,1,"Challey, Ms. Jan",CATALOG
2398,218799,TY1700,1998-09-17,TOYS,2,"Challey, Ms. Jan",CATALOG
2399,219285,PT2200,1998-09-19,PETS,1,"Challey, Ms. Jan",CATALOG
2400,219772,SP1200,1998-09-21,SPORTS,2,"Challey, Ms. Jan",CATALOG
2401,222628,TY1850,1998-10-03,TOYS,1,"Challey, Ms. Jan",CATALOG
2402,125874,SP1000,2000-09-23,SPORTS,2,"Challey, Ms. Jan",CATALOG
2403,149706,TY1700,2001-01-27,TOYS,1,"Challey, Ms. Jan",CATALOG
2404,162411,PT1000,2001-04-04,PETS,1,"Challey, Ms. Jan",CATALOG
2405,162411,PT1100,2001-04-04,PETS,2,"Challey, Ms. Jan",CATALOG
2406,162411,PT2400,2001-04-04,PETS,3,"Challey, Ms. Jan",CATALOG
2407,100686,PT4100,1997-01-17,PETS,1,"Bating, Ms. S. T.",CATALOG
2408,111362,SP2600,1997-03-29,SPORTS,1,"Bating, Ms. S. T.",CATALOG
2409,122459,GD3400,1997-05-29,GARDENING,2,"Bating, Ms. S. T.",CATALOG
2410,126766,SP1100,1997-06-21,SPORTS,1,"Bating, Ms. S. T.",CATALOG
2411,136346,TY5200,1997-08-10,TOYS,2,"Bating, Ms. S. T.",CATALOG
2412,138565,PT2000,1997-08-22,PETS,1,"Bating, Ms. S. T.",CATALOG
2413,148425,TY4500,1997-10-13,TOYS,2,"Bating, Ms. S. T.",CATALOG
2414,158219,TY1600,1997-12-04,TOYS,1,"Bating, Ms. S. T.",CATALOG
2415,158219,TY1750,1997-12-04,TOYS,4,"Bating, Ms. S. T.",CATALOG
2416,158219,TY3100,1997-12-04,TOYS,4,"Bating, Ms. S. T.",CATALOG
2417,158219,TY3800,1997-12-04,TOYS,2,"Bating, Ms. S. T.",CATALOG
2418,170691,PT4600,1998-02-14,PETS,1,"Bating, Ms. S. T.",CATALOG
2419,223364,TY1850,1998-10-06,TOYS,3,"Bating, Ms. S. T.",CATALOG
2420,223599,SW8511,1998-10-07,SOFTWARE,1,"Bating, Ms. S. T.",CATALOG
2421,228981,SP1000,1998-10-30,SPORTS,4,"Bating, Ms. S. T.",CATALOG
2422,228981,SP2200,1998-10-30,SPORTS,3,"Bating, Ms. S. T.",CATALOG
2423,228981,SP2400,1998-10-30,SPORTS,1,"Bating, Ms. S. T.",CATALOG
2424,228981,SP2600,1998-10-30,SPORTS,1,"Bating, Ms. S. T.",CATALOG
2425,100686,PT4100,2000-04-26,PETS,1,"Bating, Ms. S. T.",CATALOG
2426,111362,SP2600,2000-07-06,SPORTS,1,"Bating, Ms. S. T.",CATALOG
2427,122459,GD3400,2000-09-05,GARDENING,2,"Bating, Ms. S. T.",CATALOG
2428,126766,SP1100,2000-09-28,SPORTS,1,"Bating, Ms. S. T.",CATALOG
2429,136346,TY5200,2000-11-17,TOYS,2,"Bating, Ms. S. T.",CATALOG
2430,138565,PT2000,2000-11-29,PETS,1,"Bating, Ms. S. T.",CATALOG
2431,148425,TY4500,2001-01-20,TOYS,2,"Bating, Ms. S. T.",CATALOG
2432,158219,TY1600,2001-03-13,TOYS,1,"Bating, Ms. S. T.",CATALOG
2433,158219,TY1750,2001-03-13,TOYS,4,"Bating, Ms. S. T.",CATALOG
2434,158219,TY3100,2001-03-13,TOYS,4,"Bating, Ms. S. T.",CATALOG
2435,158219,TY3800,2001-03-13,TOYS,2,"Bating, Ms. S. T.",CATALOG
2436,170691,PT4600,2001-05-24,PETS,1,"Bating, Ms. S. T.",CATALOG
2437,119835,SP1500,1997-05-15,SPORTS,1,"Perlmann, Mr. T. C.",CATALOG
2438,128492,GD1200,1997-06-30,GARDENING,3,"Perlmann, Mr. T. C.",CATALOG
2439,128492,GD2300,1997-06-30,GARDENING,1,"Perlmann, Mr. T. C.",CATALOG
2440,128492,GD2400,1997-06-30,GARDENING,3,"Perlmann, Mr. T. C.",CATALOG
2441,128492,GD3300,1997-06-30,GARDENING,1,"Perlmann, Mr. T. C.",CATALOG
2442,128910,PT3200,1997-07-02,PETS,2,"Perlmann, Mr. T. C.",CATALOG
2443,145830,TY2600,1997-09-29,TOYS,1,"Perlmann, Mr. T. C.",CATALOG
2444,165234,GD2100,1998-01-13,GARDENING,1,"Perlmann, Mr. T. C.",CATALOG
2445,165541,GD1010,1998-01-15,GARDENING,1,"Perlmann, Mr. T. C.",CATALOG
2446,165541,GD1100,1998-01-15,GARDENING,3,"Perlmann, Mr. T. C.",CATALOG
2447,165541,GD4000,1998-01-15,GARDENING,1,"Perlmann, Mr. T. C.",CATALOG
2448,167698,TY2700,1998-01-28,TOYS,1,"Perlmann, Mr. T. C.",CATALOG
2449,190881,PT4600,1998-05-21,PETS,1,"Perlmann, Mr. T. C.",CATALOG
2450,119835,SP1500,2000-08-22,SPORTS,1,"Perlmann, Mr. T. C.",CATALOG
2451,128492,GD1200,2000-10-07,GARDENING,3,"Perlmann, Mr. T. C.",CATALOG
2452,128492,GD2300,2000-10-07,GARDENING,1,"Perlmann, Mr. T. C.",CATALOG
2453,128492,GD2400,2000-10-07,GARDENING,3,"Perlmann, Mr. T. C.",CATALOG
2454,128492,GD3300,2000-10-07,GARDENING,1,"Perlmann, Mr. T. C.",CATALOG
2455,128910,PT3200,2000-10-09,PETS,2,"Perlmann, Mr. T. C.",CATALOG
2456,145830,TY2600,2001-01-06,TOYS,1,"Perlmann, Mr. T. C.",CATALOG
2457,165234,GD2100,2001-04-22,GARDENING,1,"Perlmann, Mr. T. C.",CATALOG
2458,165541,GD1010,2001-04-24,GARDENING,1,"Perlmann, Mr. T. C.",CATALOG
2459,165541,GD1100,2001-04-24,GARDENING,3,"Perlmann, Mr. T. C.",CATALOG
2460,165541,GD4000,2001-04-24,GARDENING,1,"Perlmann, Mr. T. C.",CATALOG
2461,167698,TY2700,2001-05-07,TOYS,1,"Perlmann, Mr. T. C.",CATALOG
2462,128712,SP1100,1997-07-01,SPORTS,1,"Berger, Mr. K. J.",CATALOG
2463,128712,SP1200,1997-07-01,SPORTS,4,"Berger, Mr. K. J.",CATALOG
2464,128712,SP1500,1997-07-01,SPORTS,4,"Berger, Mr. K. J.",CATALOG
2465,128712,SP2700,1997-07-01,SPORTS,3,"Berger, Mr. K. J.",CATALOG
2466,145650,SW6180,1997-09-28,SOFTWARE,1,"Berger, Mr. K. J.",CATALOG
2467,156493,PT1300,1997-11-25,PETS,1,"Berger, Mr. K. J.",CATALOG
2468,164789,PT4500,1998-01-10,PETS,1,"Berger, Mr. K. J.",CATALOG
2469,189016,GD2300,1998-05-13,GARDENING,1,"Berger, Mr. K. J.",CATALOG
2470,197189,SP2600,1998-06-17,SPORTS,1,"Berger, Mr. K. J.",CATALOG
2471,197189,SP3100,1998-06-17,SPORTS,3,"Berger, Mr. K. J.",CATALOG
2472,197189,SP3200,1998-06-17,SPORTS,4,"Berger, Mr. K. J.",CATALOG
2473,202098,TY1100,1998-07-08,TOYS,1,"Berger, Mr. K. J.",CATALOG
2474,202098,TY3800,1998-07-08,TOYS,3,"Berger, Mr. K. J.",CATALOG
2475,202098,TY4800,1998-07-08,TOYS,2,"Berger, Mr. K. J.",CATALOG
2476,210504,SW3545,1998-08-13,SOFTWARE,4,"Berger, Mr. K. J.",CATALOG
2477,213376,SP3400,1998-08-25,SPORTS,1,"Berger, Mr. K. J.",CATALOG
2478,224770,TY5400,1998-10-12,TOYS,1,"Berger, Mr. K. J.",CATALOG
2479,128712,SP1100,2000-10-08,SPORTS,1,"Berger, Mr. K. J.",CATALOG
2480,128712,SP1200,2000-10-08,SPORTS,4,"Berger, Mr. K. J.",CATALOG
2481,128712,SP1500,2000-10-08,SPORTS,4,"Berger, Mr. K. J.",CATALOG
2482,128712,SP2700,2000-10-08,SPORTS,3,"Berger, Mr. K. J.",CATALOG
2483,145650,SW6180,2001-01-05,SOFTWARE,1,"Berger, Mr. K. J.",CATALOG
2484,156493,PT1300,2001-03-04,PETS,1,"Berger, Mr. K. J.",CATALOG
2485,164789,PT4500,2001-04-19,PETS,1,"Berger, Mr. K. J.",CATALOG
2486,132497,SP1100,1997-07-21,SPORTS,1,"Reuter, Ms. Gloria",CATALOG
2487,132497,SP1600,1997-07-21,SPORTS,1,"Reuter, Ms. Gloria",CATALOG
2488,132497,SP2000,1997-07-21,SPORTS,1,"Reuter, Ms. Gloria",CATALOG
2489,132497,SP2600,1997-07-21,SPORTS,1,"Reuter, Ms. Gloria",CATALOG
2490,146615,PT2300,1997-10-03,PETS,4,"Reuter, Ms. Gloria",CATALOG
2491,146615,PT3500,1997-10-03,PETS,2,"Reuter, Ms. Gloria",CATALOG
